ID,Black,White,Result
14349,Owen HL.,Mishler H.,0
14350,Thacker E.,Horton M.,2
14351,Fuller E.,Caldwell J.,1
14352,Caldwell J.,Fuller E.,0
14353,Caldwell J.,Hanson K.,0
14354,Hanson K.,Caldwell J.,0
14355,Owen HL.,Ryan V.,0
14356,Monteiro V.,Bingham S.,0
14357,Bingham S.,Monteiro V.,0
14358,Carlin W.,Wood C.,2
14359,Valdez M.,Fritz P.,2
14360,Wood C.,Carlin W.,2
14361,Sample H.,Scheidt E.F,0
14362,Scheidt E.F,Sample H.,2
14363,Fuller E.,Markusic E.,1
14364,Grandjean W.,Owen HL.,0
14365,Fuller E.,Lowder E.,0
14366,Bingham S.,Sample H.,0
14367,Lowder E.,Fuller E.,2
14368,Langdon E.,King C.,0
14369,King C.,Langdon E.,2
14370,Caldwell J.,Lowder E.,0
14371,Lowder E.,Caldwell J.,0
14372,Markusic E.,Sample H.,0
14373,Castello L.,Clemans C.,1
14374,Castello L.,Covey F.,0
14375,Fritz P.,Bush J.,2
14376,Sample H.,Markusic E.,0
14377,Crawford C.,Burton H.,0
14378,Burton H.,Crawford C.,0
14379,Atkins R.,Holley H.,0
14380,Caldwell J.,Tinsley M.F.,2
14381,Tinsley M.F.,Caldwell J.,0
14382,Webster J.,Horton A.,0
14383,Horton A.,Webster J.,1
14384,Cravens H.,Hanson K.,0
14385,Hanson K.,Cravens H.,2
14386,Albrecht K.D.,Raich G.,0
14387,Raich G.,Albrecht K.D.,2
14388,Covey F.,Michaelis W.,0
14389,Michaelis W.,Covey F.,2
14390,Lafferty D.,Langdon E.,0
14391,Langdon E.,Lafferty D.,0
14392,Castello L.,Thacker E.,2
14393,Thacker E.,Castello L.,2
14394,Thacker E.,Moore G.,2
14395,Payne V.,Brown R.,2
14396,Bingham S.,Crawford C.,0
14397,Jones R.,Burton H.,0
14398,Crawford C.,Lowder E.,2
14399,Michaelis W.,Guthrie J.,1
14400,Crawford C.,Bingham S.,0
14401,Burton H.,Jones R.,0
14402,Lowder E.,Crawford C.,2
14403,Guthrie J.,Michaelis W.,1
14404,Kulms D.,Horton A.,1
14405,King E.,Langdon E.,0
14406,Langdon E.,King E.,1
14407,Crawford C.,Caldwell J.,2
14408,Lafferty D.,Tinsley M.F.,0
14409,Jones R.,Howe J.,0
14410,Howe J.,Jones R.,2
14411,Fuller E.,Lafferty D.,2
14412,Bingham S.,Sample H.,2
14413,Owen HL.,Payne V.,2
14414,Scheidt E.F,Raich G.,0
14415,Munzinger R.,Castello L.,2
14416,Brown R.,Owen HL.,0
14417,Smith L.,Grant J.,2
14418,Grant J.,Smith L.,2
14419,Caldwell J.,Crawford C.,0
14420,Thacker E.,Atkins R.,1
14421,Atkins R.,Thacker E.,0
14422,Rolader E.,Monteiro V.,0
14423,Monteiro V.,Rolader E.,0
14424,McDougall A.,Horton M.,1
14425,Fritz P.,Grant J.,0
14426,McQueen W.,Holley S.,1
14427,Monteiro V.,Gill E.,0
14428,Raich G.,Albrecht K.D.,0
14429,Langdon E.,King E.,0
14430,Long M.,Harvell E.,1
14431,King E.,Langdon E.,0
14432,Harvell E.,Long M.,0
14433,Caldwell J.,Burton H.,0
14434,Burton H.,Caldwell J.,0
14435,Cravens H.,Fuller E.,0
14436,Grandjean W.,McQueen W.,0
14437,Payne V.,Valdez M.,0
14438,Moore G.,Guthrie J.,1
14439,Fuller E.,Cravens H.,0
14440,Michaelis W.,Hartley R.,2
14441,Smith L.,Atkins R.,0
14442,Hartley R.,Michaelis W.,1
14443,Lowder E.,Boland N.,0
14444,Grandjean W.,Covey F.,0
14445,Brownlee D.,Holley S.,2
14446,Burton H.,Moore G.,0
14447,Payne V.,Webster J.,2
14448,Scheidt E.F,Sample H.,1
14449,Webster J.,Payne V.,0
14450,Moore G.,Horton M.,2
14451,Markusic E.,Scheidt E.F,0
14452,Sample H.,Scheidt E.F,0
14453,Scheidt E.F,Markusic E.,0
14454,Smith L.,McQueen W.,0
14455,Roach T.,Webster J.,2
14456,Gill E.,Monteiro V.,2
14457,Monteiro V.,Gill E.,2
14458,Howe J.,Cravens H.,0
14459,Covey F.,Roach T.,1
14460,Rolader E.,Markusic E.,0
14461,Langdon E.,Albrecht K.D.,0
14462,Howe J.,Monteiro V.,0
14463,Markusic E.,Rolader E.,0
14464,Albrecht K.D.,Langdon E.,2
14465,Monteiro V.,Howe J.,0
14466,Tinsley M.F.,Lafferty D.,0
14467,Lafferty D.,Tinsley M.F.,0
14468,Markusic E.,Cravens H.,0
14469,Cravens H.,Markusic E.,2
14470,Horton M.,Long M.,1
14471,King E.,Scheidt E.F,0
14472,Albrecht K.D.,Monteiro V.,1
14473,Monteiro V.,Albrecht K.D.,0
14474,Markusic E.,Cravens H.,0
14475,Bush J.,Thacker E.,0
14476,Scheidt E.F,King E.,2
14477,Payne V.,Grant J.,0
14478,Monteiro V.,Hanson K.,0
14479,Crawford C.,King E.,0
14480,Roach T.,Webster J.,0
14481,Hanson K.,Monteiro V.,1
14482,Long M.,McDougall A.,2
14483,McDougall A.,Long M.,2
14484,Caldwell J.,Rolader E.,0
14485,Rolader E.,Caldwell J.,2
14486,King E.,Crawford C.,0
14487,Bingham S.,King E.,0
14488,Lafferty D.,Fuller E.,1
14489,Mishler H.,Ryan V.,0
14490,Brown R.,Clemans C.,0
14491,King E.,Bingham S.,0
14492,Fuller E.,Lafferty D.,0
14493,Monteiro V.,Hanson K.,0
14494,Caldwell J.,Hanson K.,0
14495,Scheidt E.F,Markusic E.,0
14496,Hanson K.,Caldwell J.,0
14497,Payne V.,Harvell E.,0
14498,Markusic E.,Scheidt E.F,0
14499,Fuller E.,Hanson K.,0
14500,Hanson K.,Fuller E.,0
14501,Lafferty D.,Wood C.,0
14502,King E.,Bingham S.,0
14503,Wood C.,Lafferty D.,0
14504,Bingham S.,King E.,0
14505,Caldwell J.,Hanson K.,0
14506,Fuller E.,Tinsley M.F.,0
14507,Tinsley M.F.,Fuller E.,1
14508,Howe J.,Monteiro V.,0
14509,Rolader E.,Bingham S.,0
14510,Carlin W.,Bingham S.,0
14511,Lowder E.,Markusic E.,1
14512,Albrecht K.D.,Monteiro V.,2
14513,Kulms D.,Smith L.,0
14514,Clemans C.,Castello L.,0
14515,Monteiro V.,Albrecht K.D.,0
14516,Wood C.,Howe J.,0
14517,Roach T.,Holley S.,1
14518,Munzinger R.,Brownlee D.,0
14519,King E.,Carlin W.,1
14520,Rolader E.,Scheidt E.F,0
14521,Scheidt E.F,Rolader E.,0
14522,Munzinger R.,Frye R.,2
14523,Castello L.,Brownlee D.,0
14524,Brownlee D.,Castello L.,2
14525,Michaelis W.,Munzinger R.,1
14526,Munzinger R.,Michaelis W.,0
14527,Lowder E.,Fuller E.,0
14528,Crawford C.,Sample H.,0
14529,Thacker E.,Bush J.,0
14530,Fuller E.,Lowder E.,0
14531,Howe J.,King E.,0
14532,Bingham S.,Monteiro V.,1
14533,Monteiro V.,Bingham S.,1
14534,King E.,Lafferty D.,0
14535,Lowder E.,Tinsley M.F.,0
14536,Tinsley M.F.,Lowder E.,0
14537,Long M.,McDougall A.,2
14538,McDougall A.,Long M.,2
14539,Long M.,Mishler H.,1
14540,Mishler H.,Long M.,1
14541,Sample H.,Markusic E.,2
14542,Markusic E.,Sample H.,1
14543,Michaelis W.,Moore G.,2
14544,Markusic E.,Hanson K.,0
14545,Rolader E.,Bingham S.,1
14546,Hanson K.,Markusic E.,2
14547,Bingham S.,Rolader E.,0
14548,Monteiro V.,Albrecht K.D.,0
14549,Albrecht K.D.,Monteiro V.,2
14550,Lowder E.,Caldwell J.,0
14551,Caldwell J.,Lowder E.,0
14552,Scheidt E.F,Hanson K.,2
14553,Horton M.,McDougall A.,0
14554,Hanson K.,Scheidt E.F,0
14555,Frye R.,Brown R.,0
14556,Brown R.,Frye R.,0
14557,Albrecht K.D.,Carlin W.,1
14558,Burton H.,Fuller E.,2
14559,Fuller E.,Burton H.,0
14560,Carlin W.,Hanson K.,2
14561,Hanson K.,Carlin W.,0
14562,Rolader E.,Langdon E.,2
14563,Holley S.,Brownlee D.,0
14564,Scheidt E.F,King E.,0
14565,Fritz P.,Grant J.,0
14566,King E.,Scheidt E.F,2
14567,Lafferty D.,Tinsley M.F.,0
14568,Tinsley M.F.,Lafferty D.,0
14569,Langdon E.,Lafferty D.,2
14570,Hanson K.,Scheidt E.F,0
14571,Lafferty D.,Langdon E.,0
14572,Scheidt E.F,Hanson K.,0
14573,Long M.,Moore G.,0
14574,Moore G.,Long M.,2
14575,Lowder E.,Caldwell J.,2
14576,Burton H.,Fuller E.,0
14577,Fuller E.,Burton H.,0
14578,Wood C.,Lafferty D.,0
14579,Lafferty D.,Wood C.,0
14580,Ryan V.,McDougall A.,2
14581,Langdon E.,Cravens H.,0
14582,Cravens H.,Langdon E.,2
14583,Frye R.,Kulms D.,0
14584,Raich G.,Bingham S.,2
14585,Bingham S.,Raich G.,0
14586,Clemans C.,Thacker E.,0
14587,Thacker E.,Clemans C.,0
14588,Tinsley M.F.,Burton H.,0
14589,Burton H.,Tinsley M.F.,2
14590,Brown R.,Payne V.,0
14591,Payne V.,Brown R.,2
14592,Hanson K.,Carlin W.,1
14593,McDougall A.,Valdez M.,1
14594,Fuller E.,Markusic E.,0
14595,Markusic E.,Fuller E.,2
14596,Tinsley M.F.,Lowder E.,1
14597,Lowder E.,Tinsley M.F.,0
14598,Brown R.,Owen HL.,1
14599,Owen HL.,Brown R.,0
14600,Payne V.,Tucker A.,0
14601,Markusic E.,Lowder E.,2
14602,Lowder E.,Markusic E.,0
14603,Caldwell J.,Fuller E.,0
14604,Fuller E.,Caldwell J.,0
14605,Crawford C.,Sample H.,1
14606,Sample H.,Crawford C.,0
14607,Guthrie J.,Covey F.,0
14608,Hanson K.,Fuller E.,2
14609,Rolader E.,Markusic E.,2
14610,Markusic E.,Rolader E.,2
14611,Payne V.,Grant J.,0
14612,Rolader E.,Markusic E.,2
14613,Markusic E.,Rolader E.,0
14614,Albrecht K.D.,Langdon E.,0
14615,Langdon E.,Albrecht K.D.,2
14616,Howe J.,Albrecht K.D.,0
14617,Albrecht K.D.,Howe J.,2
14618,Lowder E.,Gill E.,1
14619,Long M.,Moore G.,0
14620,Moore G.,Long M.,0
14621,Smith L.,Atkins R.,0
14622,Atkins R.,Smith L.,0
14623,McDougall A.,Webster J.,0
14624,Albrecht K.D.,Raich G.,1
14625,Raich G.,Albrecht K.D.,0
14626,Burton H.,Caldwell J.,2
14627,Caldwell J.,Burton H.,0
14628,Long M.,Munzinger R.,0
14629,Hanson K.,Fuller E.,0
14630,Fuller E.,Hanson K.,0
14631,Tinsley M.F.,Lafferty D.,0
14632,Lafferty D.,Tinsley M.F.,2
14633,Caldwell J.,Carlin W.,0
14634,Bingham S.,King E.,0
14635,King E.,Bingham S.,0
14636,Crawford C.,Bingham S.,0
14637,Burton H.,Tinsley M.F.,2
14638,Carlin W.,Sample H.,0
14639,Webster J.,Mishler H.,0
14640,Moore G.,Guthrie J.,0
14641,Moore G.,Clemans C.,0
14642,Carlin W.,Bingham S.,0
14643,Hanson K.,Markusic E.,0
14644,Markusic E.,Hanson K.,0
14645,Markusic E.,Scheidt E.F,0
14646,Scheidt E.F,Markusic E.,0
14647,Brown R.,Kulms D.,0
14648,Monteiro V.,Crawford C.,2
14649,Covey F.,Tucker A.,1
14650,McDougall A.,Webster J.,1
14651,Monteiro V.,Burton H.,0
14652,Webster J.,Horton A.,1
14653,Burton H.,Monteiro V.,0
14654,Rolader E.,Monteiro V.,0
14655,Monteiro V.,Rolader E.,0
14656,Horton A.,Webster J.,1
14657,Atkins R.,Valdez M.,0
14658,Mishler H.,Guthrie J.,1
14659,Guthrie J.,Mishler H.,2
14660,McDougall A.,Ryan V.,1
14661,McQueen W.,Clemans C.,1
14662,Horton M.,Guthrie J.,0
14663,Guthrie J.,Castello L.,0
14664,Guthrie J.,Hartley R.,1
14665,Crawford C.,Sample H.,0
14666,Sample H.,Crawford C.,0
14667,Boland N.,Raich G.,1
14668,McDougall A.,Brown R.,1
14669,Ryan V.,Hartley.,2
14670,Howe J.,Jones R.,2
14671,Hartley R.,Ryan V.,0
14672,Webster J.,Payne V.,1
14673,Lafferty D.,Tinsley M.F.,0
14674,Cravens H.,Howe J.,0
14675,Howe J.,Cravens H.,0
14676,Tinsley M.F.,Lafferty D.,0
14677,Bush J.,Clemans C.,0
14678,Clemans C.,Bush J.,2
14679,Horton A.,Moore G.,0
14680,Kulms D.,Long M.,2
14681,Smith L.,Hartley R.,2
14682,Thacker E.,Atkins R.,2
14683,Atkins R.,Thacker E.,0
14684,Grant J.,Michaelis W.,2
14685,Michaelis W.,Grant J.,2
14686,Rolader E.,Caldwell J.,0
14687,Caldwell J.,Rolader E.,0
14688,Markusic E.,Langdon E.,0
14689,Munzinger R.,Atkins R.,0
14690,Grant J.,Harvell E.,0
14691,Langdon E.,Markusic E.,2
14692,Martin B.,Lowder E.,0
14693,Lowder E.,Martin B.,2
14694,Lowder E.,Martin B.,0
14695,Martin B.,Lowder E.,2
14696,Crawford C.,Ingram E.,1
14697,Ingram E.,Crawford C.,0
14698,Crawford C.,Ingram E.,1
14699,Rolader E.,Rudolph H.,0
14700,Rudolph H.,Rolader E.,0
14701,Rudolph H.,Rolader E.,1
14702,Rolader E.,Rudolph H.,0
14703,Owen HL.,Munzinger R.,0
14704,Munzinger R.,Owen HL.,2
14705,Munzinger R.,Owen HL.,2
14706,Balderson L.A.,Scheidt E.F,2
14707,Scheidt E.F,Balderson L.A.,2
14708,Scheidt E.F,Balderson L.A.,1
14709,Balderson L.A.,Scheidt E.F,0
14710,Ebert E.,Davis P.,2
14711,Davis P.,Ebert E.,0
14712,Davis P.,Ebert E.,0
14713,Ebert E.,Davis P.,2
14714,Albrecht K.D.,Burton H.,0
14715,Burton H.,Albrecht K.D.,2
14716,Burton H.,Albrecht K.D.,2
14717,Walker C.,Perry G.,0
14718,Perry G.,Walker C.,1
14719,Perry G.,Walker C.,2
14720,Walker C.,Perry G.,2
14721,Webster J.,Monteiro V.,1
14722,Monteiro V.,Webster J.,0
14723,Monteiro V.,Webster J.,2
14724,Ricciuti V.,Perry G.,0
14725,Perry G.,Ricciuti V.,2
14726,Perry G.,Ricciuti V.,2
14727,Ingram E.,Burton H.,0
14728,Burton H.,Ingram E.,2
14729,Burton H.,Ingram E.,2
14730,Scheidt E.F,Lowder E.,0
14731,Lowder E.,Scheidt E.F,0
14732,Lowder E.,Scheidt E.F,1
14733,Scheidt E.F,Lowder E.,0
14734,Ebert E.,Monteiro V.,1
14735,Monteiro V.,Ebert E.,2
14736,Monteiro V.,Ebert E.,1
14737,Ebert E.,Monteiro V.,2
14738,Bingham S.,Munzinger R.,0
14739,Munzinger R.,Bingham S.,2
14740,Munzinger R.,Bingham S.,0
14741,Bingham S.,Munzinger R.,0
14742,Webster J.,Crawford C.,2
14743,Crawford C.,Webster J.,0
14744,Crawford C.,Webster J.,1
14745,Martin B.,Rudolph H.,1
14746,Rudolph H.,Martin B.,2
14747,Rolader E.,Glatstein A.,1
14748,Glatstein A.,Rolader E.,2
14749,Glatstein A.,Rolader E.,2
14750,Albrecht K.D.,Langdon E.,0
14751,Langdon E.,Albrecht K.D.,1
14752,Albrecht K.D.,Langdon E.,2
14753,Cowie L.,Caldwell J.,0
14754,Caldwell J.,Cowie L.,0
14755,Cowie L.,Caldwell J.,0
14756,Caldwell J.,Cowie L.,0
14757,Crawford C.,Lowder E.,2
14758,Lowder E.,Crawford C.,2
14759,Crawford C.,Lowder E.,2
14760,Lowder E.,Crawford C.,0
14761,Cravens H.,Monteiro,0
14762,Monteiro,Cravens H.,0
14763,Monteiro,Cravens H.,2
14764,Cravens H.,Monteiro,0
14765,Hellman W.,Scheidt E.F,0
14766,Scheidt E.F,Hellman W.,0
14767,Scheidt E.F,Hellman W.,0
14768,Hellman W.,Scheidt E.F,0
14769,Freyer H.,Lafferty D.,0
14770,Lafferty D.,Freyer H.,0
14771,Lafferty D.,Freyer H.,0
14772,Freyer H.,Lafferty D.,0
14773,Ebert E.,Fortman R.L.,0
14774,Fortman R.L.,Ebert E.,0
14775,Ebert E.,Fortman R.L.,2
14776,Fortman R.L.,Ebert E.,0
14777,Scheidt E.F,Caldwell J.,0
14778,Caldwell J.,Scheidt E.F,0
14779,Caldwell J.,Scheidt E.F,0
14780,Scheidt E.F,Caldwell J.,0
14781,Cowie L.,Freyer H.,0
14782,Freyer H.,Cowie L.,0
14783,Cowie L.,Freyer H.,2
14784,Freyer H.,Cowie L.,0
14785,Monteiro,Bickerton J.,0
14786,Bickerton J.,Monteiro,0
14787,Bickerton J.,Monteiro,0
14788,Cravens H.,Langdon E.,0
14789,Langdon E.,Cravens H.,0
14790,Langdon E.,Cravens H.,0
14791,Cravens H.,Langdon E.,0
14792,Lowder E.,Hellman W.,0
14793,Hellman W.,Lowder E.,0
14794,Hellman W.,Lowder E.,0
14795,Lowder E.,Hellman W.,1
14796,Lafferty D.,Rolader E.,0
14797,Rolader E.,Lafferty D.,0
14798,Rolader E.,Lafferty D.,0
14799,Lafferty D.,Rolader E.,0
14800,Fortman R.L.,Crawford C.,0
14801,Crawford C.,Fortman R.L.,0
14802,Crawford C.,Fortman R.L.,0
14803,Fortman R.L.,Crawford C.,0
14804,Childers J.,Podoff R.,2
14805,Hellman W.,Fuller E.,1
14806,Fuller E.,Hellman W.,0
14807,Fuller E.,Hellman W.,0
14808,Hellman W.,Fuller E.,0
14809,Scheidt E.F,Loew M.,0
14810,Loew M.,Scheidt E.F,1
14811,Loew M.,Scheidt E.F,1
14812,Lowder E.,Davis P.,0
14813,Davis P.,Lowder E.,2
14814,Davis P.,Lowder E.,0
14815,Lowder E.,Davis P.,1
14816,Grant H.,Ingram E.,0
14817,Ingram E.,Grant H.,2
14818,Ingram E.,Grant H.,2
14819,Perry G.,Johnson R.,2
14820,Johnson R.,Perry G.,2
14821,Johnson R.,Perry G.,0
14822,Perry G.,Johnson R.,2
14823,Rolader E.,Sample H.,0
14824,Sample H.,Rolader E.,0
14825,Sample H.,Rolader E.,0
14826,Rolader E.,Sample H.,2
14827,Monteiro V.,Tschappat P.,0
14828,Tschappat P.,Monteiro V.,0
14829,Tschappat P.,Monteiro V.,0
14830,Monteiro V.,Tschappat P.,1
14831,Parks F.,Burton H.,0
14832,Burton H.,Parks F.,2
14833,Burton H.,Parks F.,0
14834,Parks F.,Burton H.,0
14835,Crawford C.,Howe J.,1
14836,Howe J.,Crawford C.,2
14837,Howe J.,Crawford C.,0
14838,Spruill C.,Todd,1
14839,Todd,Spruill C.,0
14840,Todd,Spruill C.,2
14841,Hellman W.,Fuller E.,0
14842,Fuller E.,Hellman W.,0
14843,Fuller E.,Hellman W.,0
14844,Hellman W.,Fuller E.,0
14845,Monteiro V.,Loew M.,2
14846,Loew M.,Monteiro V.,1
14847,Loew M.,Monteiro V.,0
14848,Rolader E.,Lowder E.,0
14849,Lowder E.,Rolader E.,0
14850,Lowder E.,Rolader E.,0
14851,Rolader E.,Lowder E.,0
14852,Grant H.,Crawford C.,0
14853,Crawford C.,Grant H.,1
14854,Crawford C.,Grant H.,0
14855,Grant H.,Crawford C.,0
14856,Johnson R.,Parks F.,2
14857,Parks F.,Johnson R.,0
14858,Parks F.,Johnson R.,2
14859,Johnson R.,Parks F.,2
14860,Lafferty D.,Hellman W.,0
14861,Hellman W.,Lafferty D.,0
14862,Hellman W.,Lafferty D.,0
14863,Lafferty D.,Hellman W.,0
14864,Lafferty D.,Hellman W.,0
14865,Hellman W.,Lafferty D.,0
14866,Lafferty D.,Hellman W.,0
14867,Hellman W.,Lafferty D.,0
14868,Lowder E.,Glatstein A.,1
14869,Glatstein A.,Lowder E.,0
14870,Glatstein A.,Lowder E.,2
14871,Goff T.,Brattin D.,1
14872,Brattin D.,Goff T.,1
14873,Brattin D.,Goff T.,2
14874,Goff T.,Brattin D.,1
14875,Altman I.,Monteiro V.,0
14876,Monteiro V.,Altman I.,0
14877,Monteiro V.,Altman I.,2
14878,Altman I.,Monteiro V.,0
14879,Bruch E.A.,Zevenia D.,0
14880,Zevinia,Bruch E.A.,0
14881,Zevinia,Bruch E.A.,2
14882,Bruch E.A.,Zevenia D.,0
14883,Albrecht K.D.,Cravens H.,0
14884,Cravens H.,Albrecht K.D.,0
14885,Albrecht K.D.,Cravens H.,0
14886,Cravens H.,Albrecht K.D.,0
14887,Cowie L.,Crawford C.,0
14888,Crawford C.,Cowie L.,0
14889,Crawford C.,Cowie L.,0
14890,Lafferty D.,Hellman W.,0
14891,Hellman W.,Lafferty D.,0
14892,Lafferty D.,Hellman W.,0
14893,Hellman W.,Lafferty D.,0
14894,Lowder E.,Albrecht K.D.,1
14895,Albrecht K.D.,Lowder E.,0
14896,Albrecht K.D.,Lowder E.,0
14897,Lowder E.,Albrecht K.D.,0
14898,Zevenia D.,Altman I.,0
14899,Altman I.,Zevenia D.,0
14900,Crawford C.,Albrecht K.D.,0
14901,Albrecht K.D.,Crawford C.,1
14902,Albrecht K.D.,Crawford C.,2
14903,Crawford C.,Albrecht K.D.,2
14904,Cowie L.,Zevenia D.,0
14905,Zevenia D.,Cowie L.,0
14906,Zevenia D.,Cowie L.,0
14907,Loew M.,Hellman W.,0
14908,Hellman W.,Loew M.,0
14909,Hellman W.,Loew M.,0
14910,Loew M.,Hellman W.,0
14911,Monteiro V.,Lowder E.,0
14912,Lowder E.,Monteiro V.,1
14913,Lowder E.,Monteiro V.,1
14914,Langdon E.,Cravens H.,2
14915,Cravens H.,Langdon E.,0
14916,Cravens H.,Langdon E.,1
14917,Rolader E.,Caldwell J.,1
14918,Caldwell J.,Rolader E.,0
14919,Rolader E.,Caldwell J.,0
14920,Caldwell J.,Rolader E.,0
14921,Grant H.,Crawford C.,1
14922,Crawford C.,Grant H.,0
14923,Grant H.,Crawford C.,1
14924,Ingram E.,Scheidt E.F,0
14925,Scheidt E.F,Ingram E.,2
14926,Ingram E.,Scheidt E.F,0
14927,Scheidt E.F,Ingram E.,0
14928,Hellman W.,Lowder E.,0
14929,Lowder E.,Hellman W.,2
14930,Hellman W.,Lowder E.,0
14931,Lowder E.,Hellman W.,0
14932,Johnson R.,Crawford C.,0
14933,Crawford C.,Johnson R.,0
14934,Crawford C.,Johnson R.,0
14935,Johnson R.,Crawford C.,0
14936,Caldwell J.,Cravens H.,0
14937,Cravens H.,Caldwell J.,0
14938,Cravens H.,Caldwell J.,1
14939,Caldwell J.,Cravens H.,0
14940,Langdon E.,Scheidt E.F,0
14941,Scheidt E.F,Langdon E.,2
14942,Langdon E.,Scheidt E.F,0
14943,Scheidt E.F,Langdon E.,0
14944,Grant H.,Ingram E.,2
14945,Ingram E.,Grant H.,1
14946,Rolader E.,Monteiro V.,2
14947,Monteiro V.,Rolader E.,0
14948,Monteiro V.,Rolader E.,1
14949,Rolader E.,Freyer H.,2
14950,Freyer H.,Rolader E.,1
14951,Loew M.,Lowder E.,1
14952,Lowder E.,Loew M.,1
14953,Jackson F.,Gabbard T.,2
14954,Brown P.,Steagall T.,0
14955,Brown R.,Agee R.,1
14956,Davis P.,Albrecht K.D.,2
14957,Albrecht K.D.,Davis P.,1
14958,Markusic E.,Fuller E.,2
14959,Fuller E.,Markusic E.,2
14960,Owen HL.,Balderson L.A.,0
14961,Langdon E.,Crawford C.,0
14962,Owen HL.,Balderson L.A.,0
14963,Balderson L.A.,Owen HL.,2
14964,Crawford C.,Langdon E.,2
14965,Cravens H.,Davis P.,0
14966,Davis P.,Cravens H.,2
14967,Gabbard T.,Butler J.,0
14968,Cravens H.,Davis P.,0
14969,Scheidt E.F,Fuller E.,0
14970,Fuller E.,Scheidt E.F,0
14971,Lowder E.,Markusic E.,1
14972,Rolader E.,Crawford C.,2
14973,Markusic E.,Loew M.,0
14974,Rolader E.,Crawford C.,0
14975,Loew M.,Markusic E.,0
14976,Mourning J.,Monteiro V.,0
14977,Ingram E.,Ross R.,0
14978,Balderson L.A.,Watkins B.,0
14979,Brown R.,King E.,2
14980,Hellman W.,Scheidt E.F,1
14981,Scheidt E.F,Hellman W.,0
14982,Bruch E.A.,Markusic E.,2
14983,Markusic E.,Caldwell J.,1
14984,Markusic E.,Bruch E.A.,2
14985,Caldwell J.,Albrecht K.D.,1
14986,Caldwell J.,Markusic E.,2
14987,Long M.,Owen HL.,0
14988,Owen HL.,Long M.,2
14989,Butler R.,Butler J.,2
14990,Ingram E.,Rolader E.,1
14991,Rolader E.,Ingram E.,0
14992,Langdon E.,Taylor L.,0
14993,Taylor L.,Langdon E.,2
14994,Fuller E.,Cravens H.,0
14995,Cravens H.,Fuller E.,0
14996,Monteiro V.,Bailey J.,0
14997,Bailey J.,Monteiro V.,2
14998,Lowder E.,Langdon E.,0
14999,Langdon E.,Lowder E.,2
15000,Fuller E.,Markusic E.,0
15001,Markusic E.,Fuller E.,0
15002,King E.,Owen HL.,0
15003,Fuller E.,Scheidt E.F,0
15004,Scheidt E.F,Fuller E.,0
15005,Ingram E.,Ross R.,1
15006,Mourning J.,Albrecht K.D.,0
15007,Loew M.,Langdon E.,1
15008,Balderson L.A.,Lawless W.,0
15009,Albrecht K.D.,Mourning J.,1
15010,Langdon E.,Loew M.,0
15011,Caldwell J.,Crawford C.,0
15012,Crawford C.,Caldwell J.,0
15013,Fuller E.,Bruch E.A.,1
15014,Bruch E.A.,Fuller E.,0
15015,Munzinger R.,Balderson L.A.,0
15016,Lawless W.,King E.,0
15017,Scheidt E.F,Loew M.,2
15018,Loew M.,Scheidt E.F,2
15019,Scheidt E.F,Lowder E.,0
15020,Lowder E.,Scheidt E.F,0
15021,Langdon E.,Lowder E.,0
15022,Lowder E.,Langdon E.,1
15023,Sandercock W.,Brown P.,0
15024,Mourning J.,Scheidt E.F,2
15025,Scheidt E.F,Mourning J.,0
15026,Lowder E.,Caldwell J.,1
15027,Caldwell J.,Carlin W.,0
15028,Markusic E.,Rolader E.,0
15029,Albrecht K.D.,Davis P.,0
15030,Mullikin S.,Balderson L.A.,0
15031,Ingram E.,Mourning J.,2
15032,Mourning J.,Ingram E.,1
15033,Ross R.,Davis P.,0
15034,Lewis B.,Long M.,0
15035,Fuller E.,Hellman W.,0
15036,Hellman W.,Fuller E.,0
15037,Gabbard T.,Jackson F.,0
15038,Fuller E.,Bruch E.A.,1
15039,Cravens H.,Crawford C.,0
15040,Brown R.,Cunningham H.,0
15041,Michaelis W.,Lyons P.,0
15042,Ingram E.,Hellman W.,2
15043,Albrecht K.D.,Taylor L.,1
15044,Fuller E.,Hellman W.,1
15045,Hellman W.,Fuller E.,0
15046,Caldwell J.,Albrecht K.D.,1
15047,Albrecht K.D.,Caldwell J.,0
15048,Tarter V.,Long M.,0
15049,Ingram E.,Bailey J.,1
15050,Long M.,Tarter V.,1
15051,Bailey J.,Rolader E.,2
15052,Ingram E.,Crawford C.,2
15053,Bailey J.,Ingram E.,2
15054,Ingram E.,Bailey J.,2
15055,Fuller E.,Hellman W.,0
15056,Markusic E.,Rolader E.,1
15057,Bruch E.A.,Albrecht K.D.,0
15058,Albrecht K.D.,Bruch E.A.,0
15059,Hellman W.,Fuller E.,1
15060,Rolader E.,Markusic E.,2
15061,Ingram E.,Mourning J.,0
15062,Guthrie J.,Lawless W.,2
15063,Rolader E.,Crawford C.,2
15064,Caldwell J.,Markusic E.,0
15065,Crawford C.,Freyer H.,2
15066,Freyer H.,Crawford C.,0
15067,Burton H.,Rolader E.,1
15068,Crawford C.,Mourning J.,1
15069,Mourning J.,Crawford C.,0
15070,Mourning J.,Crawford C.,2
15071,Munzinger R.,King E.,0
15072,Bailey J.,Jones R.,2
15073,Jones R.,Bailey J.,2
15074,Davis P.,Langdon E.,0
15075,Langdon E.,Davis P.,0
